exception_id,run_id,run_date,report_name,source_system,location_id,region,division,exception_type,severity,owner_group,age_days,status,resolution_hours,requires_field_followup
EXC-000158,RUN-000333,2026-01-05,Vendor Credential Audit,Browz,LOC-1016,Midwest,First Aid & Safety,late_source_extract,low,Data Steward,12,closed,112.9,False
EXC-000159,RUN-000334,2026-01-05,Vendor Credential Audit,Browz,LOC-1044,Southeast,Fire Protection,duplicate_incident_key,medium,Data Steward,4,closed,57.4,False
EXC-000160,RUN-000336,2026-01-05,Vendor Credential Audit,Browz,LOC-1025,Northeast,Uniform Rental,unmapped_employee_partner,high,Vendor Coordinator,7,closed,87.0,True
EXC-000161,RUN-000336,2026-01-05,Vendor Credential Audit,Browz,LOC-1025,Northeast,Uniform Rental,unmapped_employee_partner,critical,Field Safety Lead,15,closed,137.6,True
EXC-000162,RUN-000338,2026-01-05,Vendor Credential Audit,Browz,LOC-1052,South Central,First Aid & Safety,missing_location_id,medium,Vendor Coordinator,2,open,,False
EXC-000163,RUN-000339,2026-01-05,Vendor Credential Audit,Browz,LOC-1069,West,Fire Protection,invalid_vendor_credential,critical,Data Steward,6,closed,77.2,False
EXC-000164,RUN-000342,2026-01-05,Vendor Credential Audit,Browz,LOC-1071,West,Facility Services,unmapped_employee_partner,medium,Vendor Coordinator,1,open,,True
EXC-000165,RUN-000343,2026-01-05,Vendor Credential Audit,Browz,LOC-1051,South Central,Uniform Rental,unmapped_employee_partner,medium,Vendor Coordinator,4,closed,68.7,True
EXC-000166,RUN-000343,2026-01-05,Vendor Credential Audit,Browz,LOC-1051,South Central,Uniform Rental,missing_completion_date,critical,Vendor Coordinator,12,closed,101.7,False
EXC-000167,RUN-000344,2026-01-05,Vendor Credential Audit,Browz,LOC-1024,Midwest,Facility Services,invalid_vendor_credential,high,Field Safety Lead,12,closed,103.1,False
EXC-000168,RUN-000346,2026-01-05,Vendor Credential Audit,Browz,LOC-1053,South Central,First Aid & Safety,late_source_extract,medium,Vendor Coordinator,17,closed,113.2,False
EXC-000169,RUN-000347,2026-01-05,Vendor Credential Audit,Browz,LOC-1028,Northeast,First Aid & Safety,unmapped_employee_partner,high,Field Safety Lead,20,open,,True
EXC-000170,RUN-000351,2026-01-05,Vendor Credential Audit,Browz,LOC-1031,Northeast,Fire Protection,late_source_extract,medium,Field Safety Lead,9,closed,100.8,False
EXC-000171,RUN-000351,2026-01-05,Vendor Credential Audit,Browz,LOC-1031,Northeast,Fire Protection,open_corrective_action,low,Vendor Coordinator,16,closed,111.6,True
EXC-000172,RUN-000355,2026-01-05,PPE Readiness Tracker,PICS,LOC-1004,Great Lakes,First Aid & Safety,missing_location_id,medium,Vendor Coordinator,1,closed,47.4,False
EXC-000173,RUN-000355,2026-01-05,PPE Readiness Tracker,PICS,LOC-1004,Great Lakes,First Aid & Safety,invalid_vendor_credential,medium,Field Safety Lead,8,closed,69.3,False
EXC-000174,RUN-000357,2026-01-05,PPE Readiness Tracker,PICS,LOC-1026,Northeast,Uniform Rental,missing_completion_date,medium,Vendor Coordinator,1,closed,47.3,False
EXC-000175,RUN-000360,2026-01-05,PPE Readiness Tracker,PICS,LOC-1003,Great Lakes,Uniform Rental,unmapped_employee_partner,high,Data Steward,5,open,,True
EXC-000176,RUN-000365,2026-01-05,PPE Readiness Tracker,PICS,LOC-1024,Midwest,Facility Services,invalid_vendor_credential,medium,Data Steward,4,closed,35.6,False
EXC-000177,RUN-000366,2026-01-05,PPE Readiness Tracker,PICS,LOC-1046,Southeast,Facility Services,invalid_vendor_credential,low,Field Safety Lead,3,closed,49.5,False
EXC-000178,RUN-000367,2026-01-05,PPE Readiness Tracker,PICS,LOC-1039,Southeast,Uniform Rental,missing_completion_date,low,Field Safety Lead,2,closed,45.4,False
EXC-000179,RUN-000373,2026-01-05,PPE Readiness Tracker,PICS,LOC-1002,Great Lakes,Uniform Rental,open_corrective_action,medium,Corporate Safety,9,closed,80.8,True
EXC-000180,RUN-000376,2026-01-05,PPE Readiness Tracker,PICS,LOC-1043,Southeast,Fire Protection,open_corrective_action,medium,Vendor Coordinator,2,closed,28.1,True
EXC-000181,RUN-000380,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,open_corrective_action,high,Vendor Coordinator,8,closed,80.3,True
EXC-000182,RUN-000381,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1049,South Central,Uniform Rental,rollout_training_gap,medium,Data Steward,3,closed,43.7,True
EXC-000183,RUN-000382,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1040,Southeast,First Aid & Safety,open_corrective_action,medium,Corporate Safety,8,closed,56.3,True
EXC-000184,RUN-000383,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1004,Great Lakes,First Aid & Safety,invalid_vendor_credential,high,Field Safety Lead,5,open,,False
EXC-000185,RUN-000383,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1004,Great Lakes,First Aid & Safety,duplicate_incident_key,medium,Vendor Coordinator,2,closed,35.9,False
EXC-000186,RUN-000384,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1030,Northeast,First Aid & Safety,duplicate_incident_key,low,Vendor Coordinator,3,open,,False
EXC-000187,RUN-000384,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1030,Northeast,First Aid & Safety,missing_completion_date,high,Data Steward,13,closed,93.9,False
EXC-000188,RUN-000393,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1016,Midwest,First Aid & Safety,late_source_extract,high,Field Safety Lead,11,open,,False
EXC-000189,RUN-000397,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1006,Great Lakes,First Aid & Safety,duplicate_incident_key,medium,Vendor Coordinator,3,open,,False
EXC-000190,RUN-000397,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1006,Great Lakes,First Aid & Safety,missing_completion_date,high,Vendor Coordinator,7,open,,False
EXC-000191,RUN-000398,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1014,Midwest,Uniform Rental,missing_completion_date,medium,Corporate Safety,8,closed,71.7,False
EXC-000192,RUN-000399,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,invalid_vendor_credential,medium,Corporate Safety,7,closed,71.9,False
EXC-000193,RUN-000400,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1011,Great Lakes,Facility Services,missing_completion_date,medium,Field Safety Lead,6,closed,75.6,False
EXC-000194,RUN-000400,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1011,Great Lakes,Facility Services,late_source_extract,high,Data Steward,6,closed,80.7,False
EXC-000195,RUN-000401,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,open_corrective_action,low,Data Steward,2,closed,35.2,True
EXC-000196,RUN-000401,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,duplicate_incident_key,medium,Corporate Safety,4,closed,32.9,False
EXC-000197,RUN-000402,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1050,South Central,Uniform Rental,invalid_vendor_credential,high,Corporate Safety,5,closed,44.7,False
EXC-000198,RUN-000405,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1038,Southeast,Uniform Rental,missing_location_id,medium,Corporate Safety,0,closed,26.7,False
EXC-000199,RUN-000406,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1068,West,Fire Protection,missing_completion_date,medium,Field Safety Lead,1,closed,27.1,False
EXC-000200,RUN-000408,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1009,Great Lakes,Fire Protection,duplicate_incident_key,low,Corporate Safety,2,closed,30.1,False
EXC-000201,RUN-000411,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1007,Great Lakes,Fire Protection,unmapped_employee_partner,high,Corporate Safety,12,open,,True
EXC-000202,RUN-000414,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,open_corrective_action,low,Field Safety Lead,9,closed,72.3,True
EXC-000203,RUN-000417,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1050,South Central,Uniform Rental,missing_location_id,medium,Vendor Coordinator,5,closed,79.1,False
EXC-000204,RUN-000422,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,late_source_extract,medium,Corporate Safety,0,closed,36.7,False
EXC-000205,RUN-000425,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1023,Midwest,Facility Services,duplicate_incident_key,low,Field Safety Lead,0,closed,24.6,False
EXC-000206,RUN-000428,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1001,Great Lakes,Uniform Rental,missing_completion_date,critical,Data Steward,8,closed,81.5,False
EXC-000207,RUN-000432,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,unmapped_employee_partner,medium,Field Safety Lead,8,open,,True
EXC-000208,RUN-000441,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1051,South Central,Uniform Rental,invalid_vendor_credential,low,Data Steward,24,closed,167.6,False
EXC-000209,RUN-000444,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1021,Midwest,Fire Protection,rollout_training_gap,medium,Field Safety Lead,5,closed,72.6,True
EXC-000210,RUN-000446,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1037,Southeast,Uniform Rental,open_corrective_action,medium,Corporate Safety,12,closed,115.8,True
EXC-000211,RUN-000447,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1060,South Central,Facility Services,missing_completion_date,low,Data Steward,18,open,,False
EXC-000212,RUN-000448,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1050,South Central,Uniform Rental,invalid_vendor_credential,medium,Field Safety Lead,7,closed,68.6,False
EXC-000213,RUN-000449,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1014,Midwest,Uniform Rental,duplicate_incident_key,low,Data Steward,3,closed,48.0,False
EXC-000214,RUN-000453,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1038,Southeast,Uniform Rental,rollout_training_gap,low,Vendor Coordinator,4,closed,59.4,True
EXC-000215,RUN-000454,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1048,Southeast,Facility Services,missing_completion_date,medium,Vendor Coordinator,12,closed,94.0,False
EXC-000216,RUN-000455,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1057,South Central,Fire Protection,unmapped_employee_partner,high,Field Safety Lead,14,open,,True
EXC-000217,RUN-000456,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1024,Midwest,Facility Services,unmapped_employee_partner,low,Vendor Coordinator,2,closed,31.8,True
EXC-000218,RUN-000461,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1004,Great Lakes,First Aid & Safety,missing_completion_date,medium,Vendor Coordinator,4,closed,69.9,False
EXC-000219,RUN-000464,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,open_corrective_action,medium,Data Steward,11,closed,82.1,True
EXC-000220,RUN-000464,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,open_corrective_action,medium,Corporate Safety,0,closed,21.1,True
EXC-000221,RUN-000465,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,missing_completion_date,medium,Data Steward,3,closed,35.1,False
EXC-000222,RUN-000466,2026-01-08,Daily Incident Intake,Safety Logic,LOC-1026,Northeast,Uniform Rental,missing_completion_date,medium,Field Safety Lead,6,closed,84.9,False
EXC-000223,RUN-000473,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1036,Northeast,Facility Services,duplicate_incident_key,low,Data Steward,8,closed,75.4,False
EXC-000224,RUN-000475,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1002,Great Lakes,Uniform Rental,missing_location_id,low,Vendor Coordinator,3,closed,39.5,False
EXC-000225,RUN-000477,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1027,Northeast,Uniform Rental,late_source_extract,medium,Field Safety Lead,5,closed,60.1,False
EXC-000226,RUN-000478,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,late_source_extract,high,Corporate Safety,8,closed,60.4,False
EXC-000227,RUN-000478,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,late_source_extract,medium,Field Safety Lead,3,closed,67.8,False
EXC-000228,RUN-000483,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1055,South Central,Fire Protection,missing_location_id,low,Corporate Safety,6,closed,64.7,False
EXC-000229,RUN-000486,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1008,Great Lakes,Fire Protection,duplicate_incident_key,medium,Vendor Coordinator,1,open,,False
EXC-000230,RUN-000486,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1008,Great Lakes,Fire Protection,invalid_vendor_credential,medium,Corporate Safety,13,closed,110.3,False
EXC-000231,RUN-000486,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1008,Great Lakes,Fire Protection,open_corrective_action,low,Field Safety Lead,1,closed,35.6,True
EXC-000232,RUN-000488,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1067,West,Fire Protection,rollout_training_gap,low,Corporate Safety,11,closed,118.8,True
EXC-000233,RUN-000489,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1009,Great Lakes,Fire Protection,missing_completion_date,medium,Data Steward,1,closed,43.3,False
EXC-000234,RUN-000491,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1012,Great Lakes,Facility Services,open_corrective_action,medium,Vendor Coordinator,10,closed,81.6,True
EXC-000235,RUN-000491,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1012,Great Lakes,Facility Services,invalid_vendor_credential,medium,Field Safety Lead,7,closed,70.7,False
EXC-000236,RUN-000492,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1056,South Central,Fire Protection,missing_location_id,critical,Field Safety Lead,8,closed,87.6,False
EXC-000237,RUN-000497,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1001,Great Lakes,Uniform Rental,missing_location_id,low,Field Safety Lead,2,closed,29.1,False
EXC-000238,RUN-000499,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,invalid_vendor_credential,low,Corporate Safety,3,open,,False
EXC-000239,RUN-000500,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,unmapped_employee_partner,medium,Corporate Safety,6,closed,52.1,True
EXC-000240,RUN-000501,2026-01-09,Daily Incident Intake,Safety Logic,LOC-1044,Southeast,Fire Protection,rollout_training_gap,medium,Vendor Coordinator,7,closed,64.9,True
EXC-000241,RUN-000504,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1072,West,Facility Services,missing_completion_date,medium,Corporate Safety,3,open,,False
EXC-000242,RUN-000506,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1046,Southeast,Facility Services,open_corrective_action,low,Field Safety Lead,2,closed,44.5,True
EXC-000243,RUN-000506,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1046,Southeast,Facility Services,open_corrective_action,medium,Field Safety Lead,3,closed,48.0,True
EXC-000244,RUN-000507,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1061,West,Uniform Rental,rollout_training_gap,medium,Corporate Safety,3,open,,True
EXC-000245,RUN-000507,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1061,West,Uniform Rental,missing_location_id,low,Field Safety Lead,2,closed,38.5,False
EXC-000246,RUN-000509,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1016,Midwest,First Aid & Safety,missing_completion_date,low,Vendor Coordinator,5,open,,False
EXC-000247,RUN-000510,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1004,Great Lakes,First Aid & Safety,unmapped_employee_partner,medium,Vendor Coordinator,4,open,,True
EXC-000248,RUN-000515,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,missing_location_id,critical,Data Steward,6,closed,63.5,False
EXC-000249,RUN-000515,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,duplicate_incident_key,low,Field Safety Lead,1,closed,26.6,False
EXC-000250,RUN-000515,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1022,Midwest,Facility Services,late_source_extract,medium,Corporate Safety,11,closed,107.7,False
EXC-000251,RUN-000516,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,missing_completion_date,medium,Vendor Coordinator,2,closed,25.4,False
EXC-000252,RUN-000518,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1018,Midwest,First Aid & Safety,missing_completion_date,medium,Field Safety Lead,11,closed,97.6,False
EXC-000253,RUN-000519,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1055,South Central,Fire Protection,rollout_training_gap,high,Data Steward,6,closed,77.3,True
EXC-000254,RUN-000520,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1068,West,Fire Protection,unmapped_employee_partner,critical,Field Safety Lead,7,closed,46.9,True
EXC-000255,RUN-000520,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1068,West,Fire Protection,open_corrective_action,medium,Vendor Coordinator,3,closed,52.9,True
EXC-000256,RUN-000522,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1069,West,Fire Protection,missing_completion_date,high,Vendor Coordinator,9,closed,73.2,False
EXC-000257,RUN-000527,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1026,Northeast,Uniform Rental,late_source_extract,low,Vendor Coordinator,9,closed,100.7,False
EXC-000258,RUN-000529,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1066,West,First Aid & Safety,unmapped_employee_partner,low,Data Steward,8,open,,True
EXC-000259,RUN-000530,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1070,West,Facility Services,duplicate_incident_key,low,Corporate Safety,2,closed,24.8,False
EXC-000260,RUN-000532,2026-01-10,Daily Incident Intake,Safety Logic,LOC-1021,Midwest,Fire Protection,open_corrective_action,high,Data Steward,8,closed,82.8,True
EXC-000261,RUN-000535,2026-01-11,Daily Incident Intake,Safety Logic,LOC-1049,South Central,Uniform Rental,missing_completion_date,medium,Vendor Coordinator,2,closed,23.2,False
EXC-000262,RUN-000536,2026-01-11,Daily Incident Intake,Safety Logic,LOC-1008,Great Lakes,Fire Protection,duplicate_incident_key,low,Data Steward,5,closed,60.8,False
EXC-000263,RUN-000537,2026-01-11,Daily Incident Intake,Safety Logic,LOC-1014,Midwest,Uniform Rental,missing_location_id,high,Field Safety Lead,7,open,,False
EXC-000264,RUN-000537,2026-01-11,Daily Incident Intake,Safety Logic,LOC-1014,Midwest,Uniform Rental,late_source_extract,low,Vendor Coordinator,6,closed,61.6,False
EXC-000265,RUN-000539,2026-01-11,Daily Incident Intake,Safety Logic,LOC-1040,Southeast,First Aid & Safety,invalid_vendor_credential,low,Corporate Safety,1,closed,51.8,False
EXC-000266,RUN-000542,2026-01-11,Daily Incident Intake,Safety Logic,LOC-1018,Midwest,First Aid & Safety,invalid_vendor_credential,low,Field Safety Lead,4,closed,58.5,False
